,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
267,venue-75-chicago,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'longitude': -87.62827, 'latitude': 41.75795}",(773) 837-1205,151.95750279598983,t2q-uOyeGHipyBtQSBuCXA,https://s3-media2.fl.yelpcdn.com/bphoto/EQuJ9ekOj00UNWJzCKeFiQ/o.jpg,False,"{'zip_code': '60620', 'state': 'IL', 'country': 'US', 'display_address': ['125 W 75th St', 'Chicago, IL 60620'], 'address3': '', 'address1': '125 W 75th St', 'address2': '', 'city': 'Chicago'}",Venue 75,+17738371205,$$,2.5,4,[],https://www.yelp.com/biz/venue-75-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
268,popeyes-louisiana-kitchen-chicago-39,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.627443, 'latitude': 41.7579623}",(773) 649-9650,194.85413880659203,tPaVNBIxAs9rcHxo0-KYNw,https://s3-media1.fl.yelpcdn.com/bphoto/2od6UOUlEiDi1rPb3pRYrA/o.jpg,False,"{'zip_code': '60620', 'state': 'IL', 'country': 'US', 'display_address': ['111 W 75th St', 'Chicago, IL 60620'], 'address3': '', 'address1': '111 W 75th St', 'address2': '', 'city': 'Chicago'}",Popeyes Louisiana Kitchen,+17736499650,$,1.5,9,['delivery'],https://www.yelp.com/biz/popeyes-louisiana-kitchen-chicago-39?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
269,kfc-chicago-70,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'longitude': -87.6268352789432, 'latitude': 41.7579046239977}",(773) 952-7325,154.76660254066496,XHblcYs7QMjCHbSPFOPSXQ,https://s3-media1.fl.yelpcdn.com/bphoto/7mr-hd5-8ndHAB1Ymo3pZw/o.jpg,False,"{'zip_code': '60620', 'state': 'IL', 'country': 'US', 'display_address': ['7508 S Lafayette Ave', 'Chicago, IL 60620'], 'address3': '', 'address1': '7508 S Lafayette Ave', 'address2': '', 'city': 'Chicago'}",KFC,+17739527325,$,3.0,4,"['pickup', 'delivery']",https://www.yelp.com/biz/kfc-chicago-70?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
270,willas-50-yard-line-chicago,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'longitude': -87.62201, 'latitude': 41.75805}",(773) 846-0005,137.4591531148718,CWDQd6r7xRa6HrgKmTHIXA,https://s3-media1.fl.yelpcdn.com/bphoto/Xl8kLMz1uXmPP11UDkm0Cw/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['69 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '69 E 75th St', 'address2': '', 'city': 'Chicago'}",Willa's 50 Yard Line,+17738460005,$$,2.5,6,[],https://www.yelp.com/biz/willas-50-yard-line-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
271,original-soul-vegetarian-chicago-2,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'longitude': -87.6196442, 'latitude': 41.7581769}",(773) 224-0104,179.63524959293045,33W9IOsje87pg-tK9957Eg,https://s3-media2.fl.yelpcdn.com/bphoto/hx2rbz3wD7LME7tAiPRpfw/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['203 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '203 E 75th St', 'address2': '', 'city': 'Chicago'}",Original Soul Vegetarian,+17732240104,$$,4.0,405,"['pickup', 'delivery']",https://www.yelp.com/biz/original-soul-vegetarian-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
272,lems-bbq-house-chicago,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.617611, 'latitude': 41.758073}",(773) 994-2428,152.45408471352465,-yUfaRAjvgm_rmdqAsqxIg,https://s3-media1.fl.yelpcdn.com/bphoto/ly5fAEFDjwOJGuPsm_M1SA/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['311 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '311 E 75th St', 'address2': '', 'city': 'Chicago'}",Lem's BBQ House,+17739942428,$$,3.5,277,['delivery'],https://www.yelp.com/biz/lems-bbq-house-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
273,murphys-lounge-chicago,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'longitude': -87.60569, 'latitude': 41.75594}",(773) 488-0072,169.0249123555232,fSA2P2Qrif62CrJwLjF-cw,,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['7628 S Cottage Grove Ave', 'Chicago, IL 60619'], 'address3': '', 'address1': '7628 S Cottage Grove Ave', 'address2': '', 'city': 'Chicago'}",Murphy's Lounge,+17734880072,,3.5,2,[],https://www.yelp.com/biz/murphys-lounge-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
274,see-thru-chinese-kitchen-chicago-10,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'longitude': -87.5759651, 'latitude': 41.7568488}",(773) 731-1828,56.3085972276652,QypHqC1hSbvFYLx2gcRmUw,https://s3-media1.fl.yelpcdn.com/bphoto/9yfU1njoB3EjxMTcwAaXyA/o.jpg,False,"{'zip_code': '60649', 'state': 'IL', 'country': 'US', 'display_address': ['7613 S Jeffery Blvd', 'Chicago, IL 60649'], 'address3': '', 'address1': '7613 S Jeffery Blvd', 'address2': '', 'city': 'Chicago'}",See Thru Chinese Kitchen,+17737311828,$,2.5,27,['delivery'],https://www.yelp.com/biz/see-thru-chinese-kitchen-chicago-10?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
275,krazy-kake-house-chicago-2,"[{'alias': 'cupcakes', 'title': 'Cupcakes'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}]","{'longitude': -87.57032, 'latitude': 41.75658}",(773) 768-2505,105.68252564788493,GXlJgUNV4EOKaC60xihMkg,https://s3-media4.fl.yelpcdn.com/bphoto/O5Rs-43jKC-9E1Wk7FH0YA/o.jpg,False,"{'zip_code': '60649', 'state': 'IL', 'country': 'US', 'display_address': ['7616 S Luella Ave', 'Chicago, IL 60649'], 'address3': '', 'address1': '7616 S Luella Ave', 'address2': '', 'city': 'Chicago'}",Krazy Kake House,+17737682505,$,5.0,1,[],https://www.yelp.com/biz/krazy-kake-house-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
276,big-sharks-chicago-5,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.55818, 'latitude': 41.75683}",(773) 530-7625,100.92033451518837,NgOGGm2O2RYQCDqJUgahKw,https://s3-media4.fl.yelpcdn.com/bphoto/l-ptlFj7-CuTWkuJcx-5_g/o.jpg,False,"{'zip_code': '60649', 'state': 'IL', 'country': 'US', 'display_address': ['7600 S Exchange Ave', 'Unit 2', 'Chicago, IL 60649'], 'address3': '', 'address1': '7600 S Exchange Ave', 'address2': 'Unit 2', 'city': 'Chicago'}",Big Sharks,+17735307625,,2.5,3,[],https://www.yelp.com/biz/big-sharks-chicago-5?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
277,winnies-bistro-bridgeview,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'casinos', 'title': 'Casinos'}]","{'longitude': -87.8001091629267, 'latitude': 41.7594858258963}",(708) 929-4251,71.25478802057452,mFf60G-mTn1lHJaHZkPFCA,,False,"{'zip_code': '60455', 'state': 'IL', 'country': 'US', 'display_address': ['7267 Harlem Ave', 'Bridgeview, IL 60455'], 'address3': '', 'address1': '7267 Harlem Ave', 'address2': '', 'city': 'Bridgeview'}",Winnie's Bistro,+17089294251,$,5.0,1,['delivery'],https://www.yelp.com/biz/winnies-bistro-bridgeview?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
278,jimmy-johns-chicago-49,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]","{'longitude': -87.74286, 'latitude': 41.76067}",(708) 728-1800,196.57813366466794,xDJS2J6pqvI6N6gM0BSDGQ,https://s3-media3.fl.yelpcdn.com/bphoto/_bBd6jW2MQznsz3DCoyI0Q/o.jpg,False,"{'zip_code': '60629', 'state': 'IL', 'country': 'US', 'display_address': ['7250 S Cicero Ave', 'Chicago, IL 60629'], 'address3': None, 'address1': '7250 S Cicero Ave', 'address2': '', 'city': 'Chicago'}",Jimmy John's,+17087281800,$,3.0,13,[],https://www.yelp.com/biz/jimmy-johns-chicago-49?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
279,white-castle-chicago-30,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'longitude': -87.7444977656465, 'latitude': 41.7602927963506}",(708) 458-4450,87.72048219315275,Jdv8MRBG-ixVGC0Mjkr_WQ,https://s3-media2.fl.yelpcdn.com/bphoto/3ei2pGJ2vC6x3y2JISy3iw/o.jpg,False,"{'zip_code': '60638', 'state': 'IL', 'country': 'US', 'display_address': ['4900 W 73rd St', 'Chicago, IL 60638'], 'address3': None, 'address1': '4900 W 73rd St', 'address2': '', 'city': 'Chicago'}",White Castle,+17084584450,$,3.5,3,[],https://www.yelp.com/biz/white-castle-chicago-30?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
280,subway-chicago-556,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.7373105, 'latitude': 41.7594545}",(773) 585-1809,25.133677312975507,8BVBBTB1_vzlPISQE_w2DA,https://s3-media4.fl.yelpcdn.com/bphoto/RllVfZwKh9stJCOMslZLQw/o.jpg,False,"{'zip_code': '60652', 'state': 'IL', 'country': 'US', 'display_address': ['7601 S Cicero Ave', 'Ste 1288', 'Chicago, IL 60652'], 'address3': None, 'address1': '7601 S Cicero Ave', 'address2': 'Ste 1288', 'city': 'Chicago'}",Subway,+17735851809,$,2.5,2,[],https://www.yelp.com/biz/subway-chicago-556?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
281,luganos-pizza-chicago-2,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'longitude': -87.7026513, 'latitude': 41.76043}",(773) 776-6959,138.9139265724599,_Uz-f9MeNG2QW6bFDkMKIQ,https://s3-media1.fl.yelpcdn.com/bphoto/nHEHKj_WS1GPM6z-AC-_fA/o.jpg,False,"{'zip_code': '60629', 'state': 'IL', 'country': 'US', 'display_address': ['7315 S Kedzie Ave', 'Chicago, IL 60629'], 'address3': '', 'address1': '7315 S Kedzie Ave', 'address2': '', 'city': 'Chicago'}",Lugano's Pizza,+17737766959,$$,1.5,23,"['delivery', 'pickup']",https://www.yelp.com/biz/luganos-pizza-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
282,hot-city-cocktail-lounge-chicago,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'longitude': -87.654296875, 'latitude': 41.7585601806641}",(773) 224-9583,109.88259433430137,lz4WDRwsb_QkFjyyRkyUVw,https://s3-media2.fl.yelpcdn.com/bphoto/d4jESC5Ex8A1kvr643s0fQ/o.jpg,False,"{'zip_code': '60636', 'state': 'IL', 'country': 'US', 'display_address': ['7432 S Racine Ave', 'Chicago, IL 60636'], 'address3': '', 'address1': '7432 S Racine Ave', 'address2': '', 'city': 'Chicago'}",Hot City Cocktail Lounge,+17732249583,$,4.5,6,[],https://www.yelp.com/biz/hot-city-cocktail-lounge-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
283,freddys-crab-house-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'longitude': -87.6443949, 'latitude': 41.7599117}",(773) 873-2222,84.11691253124206,uo0353nyaesz_svo4sFb9A,https://s3-media4.fl.yelpcdn.com/bphoto/d6UhsoD0VbftLI25zHSbaQ/o.jpg,False,"{'zip_code': '60621', 'state': 'IL', 'country': 'US', 'display_address': ['7358 S Halsted St', 'Chicago, IL 60621'], 'address3': '', 'address1': '7358 S Halsted St', 'address2': None, 'city': 'Chicago'}",Freddy's Crab House,+17738732222,,3.0,5,[],https://www.yelp.com/biz/freddys-crab-house-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
284,new-generations-lounge-chicago,"[{'alias': 'bars', 'title': 'Bars'}]","{'longitude': -87.6434239, 'latitude': 41.7598776}",(773) 783-1167,49.34577463483586,eZPnfWVC8Le-FxRIjv9_Tg,,False,"{'zip_code': '60621', 'state': 'IL', 'country': 'US', 'display_address': ['754 W 74th St', 'Chicago, IL 60621'], 'address3': '', 'address1': '754 W 74th St', 'address2': '', 'city': 'Chicago'}",New Generations Lounge,+17737831167,,5.0,1,[],https://www.yelp.com/biz/new-generations-lounge-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
285,georgias-food-depot-chicago,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'longitude': -87.64465, 'latitude': 41.75999}",(773) 952-8017,85.77180099337711,vSsdVXlCYB_EWK085lKoGQ,https://s3-media4.fl.yelpcdn.com/bphoto/6U3CpV2tK_UeRYclB5QtOw/o.jpg,False,"{'zip_code': '60621', 'state': 'IL', 'country': 'US', 'display_address': ['7352 S Halsted St', 'Chicago, IL 60621'], 'address3': '', 'address1': '7352 S Halsted St', 'address2': None, 'city': 'Chicago'}",Georgia's Food Depot,+17739528017,,2.0,7,"['delivery', 'pickup']",https://www.yelp.com/biz/georgias-food-depot-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
286,haires-gulf-shrimp-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'longitude': -87.6314757, 'latitude': 41.7586188}",(773) 783-1818,153.7481560321173,DJUkO2bGUCEVQx0-QJ9ReQ,https://s3-media3.fl.yelpcdn.com/bphoto/kAejPTh-DW7gqLoa6xgujw/o.jpg,False,"{'zip_code': '60620', 'state': 'IL', 'country': 'US', 'display_address': ['7448 S Vincennes Ave', 'Chicago, IL 60620'], 'address3': '', 'address1': '7448 S Vincennes Ave', 'address2': '', 'city': 'Chicago'}",Haire's Gulf Shrimp,+17737831818,$$,4.5,103,"['pickup', 'delivery']",https://www.yelp.com/biz/haires-gulf-shrimp-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
287,maxwell-street-grill-chicago-2,"[{'alias': 'restaurants', 'title': 'Restaurants'}]","{'longitude': -87.62428, 'latitude': 41.75871}",(773) 487-7445,146.29278917565918,CR4RNHOuaY5t_qI6PfZG7w,https://s3-media1.fl.yelpcdn.com/bphoto/B1oNft6US5MtNK-7c-v0uw/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['7445 S State St', 'Chicago, IL 60619'], 'address3': '', 'address1': '7445 S State St', 'address2': '', 'city': 'Chicago'}",Maxwell Street Grill,+17734877445,$,2.0,8,[],https://www.yelp.com/biz/maxwell-street-grill-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
289,brown-sugar-bakery-chicago,"[{'alias': 'bakeries', 'title': 'Bakeries'}]","{'longitude': -87.6171655, 'latitude': 41.7585004}",(773) 224-6262,154.3248627618389,FHKvbfk1GWkPBfKce53fKg,https://s3-media2.fl.yelpcdn.com/bphoto/ZjTQFK1hkgpVpzTNrRgs9A/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['328 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '328 E 75th St', 'address2': '', 'city': 'Chicago'}",Brown Sugar Bakery,+17732246262,$$,4.0,367,['pickup'],https://www.yelp.com/biz/brown-sugar-bakery-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
290,mabes-deli-chicago,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.6176014, 'latitude': 41.7585708}",(773) 891-1798,127.02384430272474,Qyv3nQ9CtoKvTo4YKMxpBQ,https://s3-media3.fl.yelpcdn.com/bphoto/WUx_ZFJOBawKiB-icLslqA/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['312 E 75th St', 'Chicago, IL 60619'], 'address3': None, 'address1': '312 E 75th St', 'address2': '', 'city': 'Chicago'}",Mabe's Deli,+17738911798,$$,4.5,24,"['pickup', 'delivery']",https://www.yelp.com/biz/mabes-deli-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
291,frances-cocktail-lounge-chicago-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'longitude': -87.617871, 'latitude': 41.758252}",(224) 858-8304,150.08438258577678,IlBo-h8m4Ql_Zaelun6ICA,https://s3-media1.fl.yelpcdn.com/bphoto/MxcdIzWrUQdMmAc7N3QoJg/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['307 E 75th St', 'Chicago, IL 60619'], 'address3': None, 'address1': '307 E 75th St', 'address2': '', 'city': 'Chicago'}",Frances Cocktail Lounge,+12248588304,,4.0,2,[],https://www.yelp.com/biz/frances-cocktail-lounge-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
292,5-loaves-eatery-chicago-3,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'longitude': -87.6147692, 'latitude': 41.7582923}",(773) 891-2889,138.76127585273133,V4UEL-OmlUHa6-hNpu4N6Q,https://s3-media4.fl.yelpcdn.com/bphoto/O1j-ZzL-2u4Lm-_i4XY2IQ/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['405 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '405 E 75th St', 'address2': '', 'city': 'Chicago'}",5 Loaves Eatery,+17738912889,$,4.5,344,"['pickup', 'delivery']",https://www.yelp.com/biz/5-loaves-eatery-chicago-3?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
293,margaritas-pizzeria-ii-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'longitude': -87.6164321899414, 'latitude': 41.7586097717285}",(773) 783-1610,164.55637400665614,Mpo_IAAe2WaP3a5tnQw21A,https://s3-media3.fl.yelpcdn.com/bphoto/zSnghWYI5WuWBRVFjycARA/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['346 E 75th St', 'Chicago, IL 60619'], 'address3': None, 'address1': '346 E 75th St', 'address2': None, 'city': 'Chicago'}",Margarita's Pizzeria II,+17737831610,$$,2.5,45,['delivery'],https://www.yelp.com/biz/margaritas-pizzeria-ii-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
294,harolds-chicken-chicago-20,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.61474609375, 'latitude': 41.7583999633789}",(773) 488-9533,126.84497975832167,C7OSnrEvKCnt6-TFasOhQg,https://s3-media3.fl.yelpcdn.com/bphoto/Z4b9XOKlJ29T8Lu4LBqt7Q/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['407 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '407 E 75th St', 'address2': '', 'city': 'Chicago'}",Harold's Chicken,+17734889533,$,2.5,20,['delivery'],https://www.yelp.com/biz/harolds-chicken-chicago-20?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
295,dunkin-chicago-142,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'longitude': -87.61557, 'latitude': 41.75861}",(773) 723-1938,122.99592978195163,OvAI-nGhpuzU0M-vK56S0g,https://s3-media4.fl.yelpcdn.com/bphoto/KDDqFrypXsgem0k3o3Vqtw/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['7450 S. Martin Luther King Dr', 'Chicago, IL 60619'], 'address3': None, 'address1': '7450 S. Martin Luther King Dr', 'address2': '', 'city': 'Chicago'}",Dunkin',+17737231938,$,2.0,9,['delivery'],https://www.yelp.com/biz/dunkin-chicago-142?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
296,chicago-wings-around-the-world-chicago-2,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.61041, 'latitude': 41.7583785432243}",(773) 952-4795,144.4101699251433,hdEMjtJzGoq80eHb2UZkjQ,https://s3-media2.fl.yelpcdn.com/bphoto/fOoty4bJmtxB3on0-LeWIg/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['557 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '557 E 75th St', 'address2': None, 'city': 'Chicago'}",Chicago Wings Around the World,+17739524795,$,4.5,187,"['delivery', 'pickup']",https://www.yelp.com/biz/chicago-wings-around-the-world-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
297,marlons-chicken-chicago-2,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'longitude': -87.60999, 'latitude': 41.7587199}",(773) 891-1619,139.2489232235478,eRTmF8mEms3vybR9U8o1VA,https://s3-media4.fl.yelpcdn.com/bphoto/ygQ9KRdYg-REKFXuFWTt-w/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['602 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '602 E 75th St', 'address2': '', 'city': 'Chicago'}",Marlon's Chicken,+17738911619,$,3.5,20,['delivery'],https://www.yelp.com/biz/marlons-chicken-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
298,six-o-six-the-lounge-chicago,"[{'alias': 'bars', 'title': 'Bars'}]","{'longitude': -87.6099067, 'latitude': 41.7586948}",(773) 891-1889,141.93437793134822,wP_-EEl-6BgmJYfPD-A56g,https://s3-media2.fl.yelpcdn.com/bphoto/TnxTgjcteQh9I0tvrcvWqw/o.jpg,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['606 E 75 Th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '606 E 75 Th St', 'address2': None, 'city': 'Chicago'}",Six O Six The Lounge,+17738911889,,5.0,2,[],https://www.yelp.com/biz/six-o-six-the-lounge-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
299,laristos-chicago,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'longitude': -87.60986, 'latitude': 41.7587199}",(773) 651-2862,141.93437793134822,JvBvSY-1hu4c8sb2L9L3YA,,False,"{'zip_code': '60619', 'state': 'IL', 'country': 'US', 'display_address': ['606 E 75th St', 'Chicago, IL 60619'], 'address3': '', 'address1': '606 E 75th St', 'address2': '', 'city': 'Chicago'}",Laristos,+17736512862,,3.0,1,[],https://www.yelp.com/biz/laristos-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
